,Tissue,Delivery,Date,Animal,Sex,Test,Function,Parent,Striatum,Hippocampus,Cortex,RT_reaction,Barcode_number,Barcode_Allele,Allele_String,IFNB,IFNG,LPSIFNG,Naive_Macrophage,Column_Purification,THP1_Monocytes,Purification,Barcode_Allele_Parent,Barcode_Allele_Animal,Allele_Animal
IFNB_HMC3_ZC22_R_ALT_Barcode_5,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,5,5_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,5_ALT_HMC3_Microglia,5_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_6,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,6,6_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,6_ALT_HMC3_Microglia,6_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_7,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,7,7_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,7_ALT_HMC3_Microglia,7_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_8,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,8,8_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,8_ALT_HMC3_Microglia,8_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_9,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,9,9_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,9_ALT_HMC3_Microglia,9_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_10,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,10,10_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,10_ALT_HMC3_Microglia,10_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_11,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,11,11_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,11_ALT_HMC3_Microglia,11_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_12,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,12,12_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,12_ALT_HMC3_Microglia,12_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_13,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,13,13_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,13_ALT_HMC3_Microglia,13_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_14,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,14,14_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,14_ALT_HMC3_Microglia,14_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_15,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,15,15_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,15_ALT_HMC3_Microglia,15_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_16,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,16,16_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,16_ALT_HMC3_Microglia,16_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_17,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,17,17_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,17_ALT_HMC3_Microglia,17_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_18,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,18,18_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,18_ALT_HMC3_Microglia,18_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_19,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,19,19_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,19_ALT_HMC3_Microglia,19_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_20,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,20,20_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,20_ALT_HMC3_Microglia,20_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_21,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,21,21_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,21_ALT_HMC3_Microglia,21_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_22,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,22,22_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,22_ALT_HMC3_Microglia,22_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_23,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,23,23_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,23_ALT_HMC3_Microglia,23_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_24,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,24,24_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,24_ALT_HMC3_Microglia,24_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_25,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,25,25_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,25_ALT_HMC3_Microglia,25_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_26,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,26,26_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,26_ALT_HMC3_Microglia,26_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_27,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,27,27_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,27_ALT_HMC3_Microglia,27_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_28,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,28,28_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,28_ALT_HMC3_Microglia,28_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_29,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,29,29_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,29_ALT_HMC3_Microglia,29_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_30,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,30,30_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,30_ALT_HMC3_Microglia,30_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_31,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,31,31_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,31_ALT_HMC3_Microglia,31_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_ALT_Barcode_32,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,32,32_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,32_ALT_HMC3_Microglia,32_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_1,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,1,1_REF,REF,1.0,0.0,0.0,0.0,0.0,,,1_REF_HMC3_Microglia,1_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_2,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,2,2_REF,REF,1.0,0.0,0.0,0.0,0.0,,,2_REF_HMC3_Microglia,2_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_3,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,3,3_REF,REF,1.0,0.0,0.0,0.0,0.0,,,3_REF_HMC3_Microglia,3_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_4,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,4,4_REF,REF,1.0,0.0,0.0,0.0,0.0,,,4_REF_HMC3_Microglia,4_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_5,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,5,5_REF,REF,1.0,0.0,0.0,0.0,0.0,,,5_REF_HMC3_Microglia,5_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_6,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,6,6_REF,REF,1.0,0.0,0.0,0.0,0.0,,,6_REF_HMC3_Microglia,6_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_7,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,7,7_REF,REF,1.0,0.0,0.0,0.0,0.0,,,7_REF_HMC3_Microglia,7_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_8,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,8,8_REF,REF,1.0,0.0,0.0,0.0,0.0,,,8_REF_HMC3_Microglia,8_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_9,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,9,9_REF,REF,1.0,0.0,0.0,0.0,0.0,,,9_REF_HMC3_Microglia,9_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_10,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,10,10_REF,REF,1.0,0.0,0.0,0.0,0.0,,,10_REF_HMC3_Microglia,10_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_11,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,11,11_REF,REF,1.0,0.0,0.0,0.0,0.0,,,11_REF_HMC3_Microglia,11_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_12,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,12,12_REF,REF,1.0,0.0,0.0,0.0,0.0,,,12_REF_HMC3_Microglia,12_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_13,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,13,13_REF,REF,1.0,0.0,0.0,0.0,0.0,,,13_REF_HMC3_Microglia,13_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_14,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,14,14_REF,REF,1.0,0.0,0.0,0.0,0.0,,,14_REF_HMC3_Microglia,14_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_15,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,15,15_REF,REF,1.0,0.0,0.0,0.0,0.0,,,15_REF_HMC3_Microglia,15_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_16,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,16,16_REF,REF,1.0,0.0,0.0,0.0,0.0,,,16_REF_HMC3_Microglia,16_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_17,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,17,17_REF,REF,1.0,0.0,0.0,0.0,0.0,,,17_REF_HMC3_Microglia,17_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_18,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,18,18_REF,REF,1.0,0.0,0.0,0.0,0.0,,,18_REF_HMC3_Microglia,18_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_19,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,19,19_REF,REF,1.0,0.0,0.0,0.0,0.0,,,19_REF_HMC3_Microglia,19_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_20,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,20,20_REF,REF,1.0,0.0,0.0,0.0,0.0,,,20_REF_HMC3_Microglia,20_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_21,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,21,21_REF,REF,1.0,0.0,0.0,0.0,0.0,,,21_REF_HMC3_Microglia,21_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_22,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,22,22_REF,REF,1.0,0.0,0.0,0.0,0.0,,,22_REF_HMC3_Microglia,22_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_23,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,23,23_REF,REF,1.0,0.0,0.0,0.0,0.0,,,23_REF_HMC3_Microglia,23_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_24,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,24,24_REF,REF,1.0,0.0,0.0,0.0,0.0,,,24_REF_HMC3_Microglia,24_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_25,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,25,25_REF,REF,1.0,0.0,0.0,0.0,0.0,,,25_REF_HMC3_Microglia,25_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_26,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,26,26_REF,REF,1.0,0.0,0.0,0.0,0.0,,,26_REF_HMC3_Microglia,26_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_27,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,27,27_REF,REF,1.0,0.0,0.0,0.0,0.0,,,27_REF_HMC3_Microglia,27_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_28,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,28,28_REF,REF,1.0,0.0,0.0,0.0,0.0,,,28_REF_HMC3_Microglia,28_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_29,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,29,29_REF,REF,1.0,0.0,0.0,0.0,0.0,,,29_REF_HMC3_Microglia,29_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_30,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,30,30_REF,REF,1.0,0.0,0.0,0.0,0.0,,,30_REF_HMC3_Microglia,30_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_31,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,31,31_REF,REF,1.0,0.0,0.0,0.0,0.0,,,31_REF_HMC3_Microglia,31_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC22_R_REF_Barcode_32,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC22_R,Immune,HMC3_Microglia,,,,,32,32_REF,REF,1.0,0.0,0.0,0.0,0.0,,,32_REF_HMC3_Microglia,32_REF_HMC3,REF_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_1,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,1,1_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,1_ALT_HMC3_Microglia,1_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_2,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,2,2_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,2_ALT_HMC3_Microglia,2_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_3,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,3,3_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,3_ALT_HMC3_Microglia,3_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_4,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,4,4_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,4_ALT_HMC3_Microglia,4_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_5,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,5,5_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,5_ALT_HMC3_Microglia,5_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_6,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,6,6_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,6_ALT_HMC3_Microglia,6_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_7,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,7,7_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,7_ALT_HMC3_Microglia,7_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_8,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,8,8_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,8_ALT_HMC3_Microglia,8_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_9,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,9,9_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,9_ALT_HMC3_Microglia,9_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_10,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,10,10_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,10_ALT_HMC3_Microglia,10_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_11,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,11,11_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,11_ALT_HMC3_Microglia,11_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_12,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,12,12_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,12_ALT_HMC3_Microglia,12_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_13,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,13,13_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,13_ALT_HMC3_Microglia,13_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_14,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,14,14_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,14_ALT_HMC3_Microglia,14_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_15,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,15,15_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,15_ALT_HMC3_Microglia,15_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_16,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,16,16_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,16_ALT_HMC3_Microglia,16_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_17,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,17,17_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,17_ALT_HMC3_Microglia,17_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_18,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,18,18_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,18_ALT_HMC3_Microglia,18_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_19,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,19,19_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,19_ALT_HMC3_Microglia,19_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_20,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,20,20_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,20_ALT_HMC3_Microglia,20_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_21,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,21,21_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,21_ALT_HMC3_Microglia,21_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_22,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,22,22_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,22_ALT_HMC3_Microglia,22_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_23,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,23,23_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,23_ALT_HMC3_Microglia,23_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_24,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,24,24_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,24_ALT_HMC3_Microglia,24_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_25,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,25,25_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,25_ALT_HMC3_Microglia,25_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_26,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,26,26_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,26_ALT_HMC3_Microglia,26_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_27,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,27,27_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,27_ALT_HMC3_Microglia,27_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_28,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,28,28_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,28_ALT_HMC3_Microglia,28_ALT_HMC3,ALT_HMC3
IFNB_HMC3_ZC4_R_ALT_Barcode_29,HMC3_IFNB,Fugene6,,HMC3,,IFNB_HMC3_ZC4_R,Immune,HMC3_Microglia,,,,,29,29_ALT,ALT,1.0,0.0,0.0,0.0,0.0,,,29_ALT_HMC3_Microglia,29_ALT_HMC3,ALT_HMC3
